sseqid	description	tax_id	tax_name	name_id
XP_027032874.1	RNA guanylyltransferase and 5'-phosphatase	Tachysurus fulvidraco	1234273	
CAF4098722.1				
CAF0920857.1				
CAF3809539.1				
CAF3669957.1				
CAF1000666.1				
XP_053344171.1	RNA guanylyltransferase and 5'-phosphatase	Clarias gariepinus	13013	
CAF2753340.1				
CAF4705858.1				
XP_029902940.1	RNA guanylyltransferase and 5'-phosphatase	Myripristis murdjan	586833	
CAF4556333.1				
CAF2873119.1				
CAF3323470.1				
XP_039603937.1	RNA guanylyltransferase and 5'-phosphatase	Polypterus senegalus	55291	
CAF0901057.1				
CAF0977682.1				
XP_055937144.1	mRNA-capping enzyme-like	Argiope bruennichi	94029	
CAF0988202.1				
EXX53800.1				
XP_050547910.1	mRNA-capping enzyme	Daktulosphaira vitifoliae	58002	LOC126909515
GBC29123.1				
XP_037277914.1	mRNA-capping enzyme-like	Rhipicephalus microplus	6941	LOC119170759
XP_043542732.1	RNA guanylyltransferase and 5'-phosphatase	Chiloscyllium plagiosum	36176	
XP_022103612.1	mRNA-capping enzyme-like	Acanthaster planci	133434	LOC110986220
GES75791.1				
GBC39967.1				
GES99300.1				
GES79076.1				
GET03375.1				
GES85818.1				
KAG0442155.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
GES73452.1				
CAB4401894.1				
GBC44118.1				
CAB5295861.1				
GBC21067.2				
KAG0441503.1				
CAB4441110.1				
GBC10893.1				
GBC39792.1				
GBC27473.2				
GES73500.1				
GBC35167.1				
CAI9730407.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
XP_022306563.1	DNA polymerase delta catalytic subunit-like	Crassostrea virginica	6565	LOC111112959
WAR03191.1				
CAD5114717.1				
KAI0238182.1				
KPM04898.1				
KAF6018928.1				
PVD33609.1				
BAO20832.1				
UXI18053.1				
CAI6376720.1				
XP_029643066.1	DNA polymerase delta catalytic subunit	Octopus sinensis	2607531	LOC115217496
XP_053384266.1	DNA polymerase delta catalytic subunit-like	Mercenaria mercenaria	6596	LOC123535687
CAH2099452.1				
MCG8079327.1				
GFO41539.1				
XP_052225251.1	DNA polymerase delta catalytic subunit-like	Dreissena polymorpha	45954	LOC127840856
XP_014787230.1	DNA polymerase delta catalytic subunit	Octopus bimaculoides	37653	LOC106881377
XP_052677912.1	DNA polymerase delta catalytic subunit-like	Crassostrea angulata	558553	LOC128158956
XP_048779871.1	DNA polymerase delta catalytic subunit-like	Ostrea edulis	37623	
XP_052066377.1	DNA polymerase delta catalytic subunit-like	Mytilus californianus	6549	
XP_011419387.3	DNA polymerase delta catalytic subunit	Crassostrea gigas	29159	
XP_023214577.1	DNA polymerase delta catalytic subunit-like	Centruroides sculpturatus	218467	LOC111617529
XP_042875049.1	DNA polymerase delta catalytic subunit-like	Penaeus japonicus	27405	LOC122255189
CAG9802839.1				
XP_052797645.1	DNA polymerase delta catalytic subunit-like	Mya arenaria	6604	LOC128229841
CAD7249455.1				
XP_025087757.1	DNA polymerase delta catalytic subunit-like	Pomacea canaliculata	400727	LOC112560263
XP_030845110.1	"DNA polymerase delta 1, catalytic subunit"	Strongylocentrotus purpuratus	7668	ECB-GENE-23094088
XP_037779054.1	DNA polymerase delta catalytic subunit-like	Penaeus monodon	6687	LOC119575478
CAD7249453.1				
XP_033751928.1	DNA polymerase delta catalytic subunit-like	Pecten maximus	6579	LOC117335825
XP_041347231.1	tigger transposable element-derived protein 4-like	Gigantopelta aegis	1735272	LOC121367165
XP_035212025.1	tigger transposable element-derived protein 6-like	Stegodyphus dumicola	202533	LOC118186108
XP_052071173.1	tigger transposable element-derived protein 4-like	Mytilus californianus	6549	
XP_039953998.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120770522
XP_050339345.1	tigger transposable element-derived protein 4-like	Bactrocera neohumeralis	98809	LOC126765680
XP_022172208.1	tigger transposable element-derived protein 6-like	Myzus persicae	13164	LOC111035030
XP_033761525.1	tigger transposable element-derived protein 4-like	Pecten maximus	6579	LOC117343290
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_008179528.1	tigger transposable element-derived protein 4	Acyrthosiphon pisum	7029	
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_054259576.1	tigger transposable element-derived protein 6-like	Macrosteles quadrilineatus	74068	LOC128984295
XP_050056126.1	tigger transposable element-derived protein 6-like	Aphis gossypii	80765	
XP_053390018.1	tigger transposable element-derived protein 4-like	Mercenaria mercenaria	6596	
XP_051784514.1	tigger transposable element-derived protein 6-like	Erpetoichthys calabaricus	27687	
XP_021695234.1	tigger transposable element-derived protein 4-like	Aedes aegypti	7159	
KYM75670.1				
ODN06261.1				
XP_008182065.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103309140
XP_028677229.1	tigger transposable element-derived protein 4-like	Erpetoichthys calabaricus	27687	
XP_045464477.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_057341772.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_045480271.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_014354320.1	tigger transposable element-derived protein 4-like	Latimeria chalumnae	7897	
TRY79302.1				
XP_018057827.1	splicing factor 3B subunit 1	Atta colombica	520822	
AFP20535.1				
KAK0083744.1				
CAF0869746.1				
KAF7489761.1				
KAF6029698.1				
CAH0555746.1				
XP_010210571.1	splicing factor 3b subunit 1	Tinamus guttatus	94827	
XP_021947605.1	splicing factor 3B subunit 1	Folsomia candida	158441	LOC110845481
XP_021947604.1	splicing factor 3B subunit 1	Folsomia candida	158441	LOC110845481
XP_037693376.1	splicing factor 3B subunit 1-like	Choloepus didactylus	27675	
XP_046919415.1	splicing factor 3B subunit 1-like	Dermatophagoides farinae	6954	
XP_046919406.1	splicing factor 3B subunit 1-like	Dermatophagoides farinae	6954	
XP_046919424.1	splicing factor 3B subunit 1-like	Dermatophagoides farinae	6954	
VDN98502.1				
XP_041936124.1	"splicing factor 3b, subunit 1"	Alosa sapidissima	34773	ENSASDG00000004255
THD27375.1				
KDN37053.1				
CAH0728638.1				
KAG1667251.1				
XP_041936114.1	"splicing factor 3b, subunit 1"	Alosa sapidissima	34773	ENSASDG00000004255
CAG9565721.1				
KAJ2944669.1				
KAJ2938533.1				
XP_009176959.1	hypothetical protein	Opisthorchis viverrini	6198	
KAI5633744.1				
OWR46910.1				
CAF4866892.1				
XP_044730595.1	mitochondrial GTPase 1	Chrysoperla carnea	189513	
XP_014276307.1	mitochondrial GTPase 1	Halyomorpha halys	286706	LOC106680844
KAG8227679.1				
XP_045533333.1	mitochondrial GTPase 1	Pieris brassicae	7116	ENSPBSG00000004257
OAF66659.1				
VDL59783.1				
XP_023719766.1	mitochondrial GTPase 1	Cryptotermes secundus	105785	LOC111871138
XP_028037482.1	mitochondrial GTPase 1	Bombyx mandarina	7092	LOC114248440
VDD80852.1				
CDS32305.1				
XP_055933400.1	mitochondrial GTPase 1-like	Argiope bruennichi	94029	
PIC50653.1				
ULU11027.1				
KAH9284831.1				
KAH3876622.1				
VDO10488.1				
XP_014261567.1	mitochondrial GTPase 1	Cimex lectularius	79782	LOC106673800
CDQ64440.1				
CAI5452815.1				
VDK33874.1				
KAG8195300.1				
BAR31520.1				
AXH71758.1				
XP_032521480.1	mitochondrial GTPase 1	Danaus plexippus plexippus	278856	ENSDPXG00005011953
XP_030032909.1	mitochondrial GTPase 1	Manduca sexta	7130	ENSMSXG00000009839
QLF88419.1				
XP_047512760.1	mitochondrial GTPase 1	Pieris napi	78633	ENSPNPG00015022988
BAR31461.1				
XP_004925764.1	mitochondrial GTPase 1	Bombyx mori	7091	
XP_045472480.1	mitochondrial GTPase 1	Harmonia axyridis	115357	
XP_050420672.1	mitochondrial GTPase 1	Adelges cooleyi	133065	LOC126833400
XP_050354017.1	mitochondrial GTPase 1	Nymphalis io	171585	ENSIIOG00005013528
AXH71439.1				
AXH68348.1				
XP_022126846.1	mitochondrial GTPase 1	Pieris rapae	64459	ENSPRPG00005016547
XP_025106850.1	"phosphate carrier protein, mitochondrial-like"	Pomacea canaliculata	400727	LOC112571783
NP_492561.2	"Phosphate carrier protein, mitochondrial"	Caenorhabditis elegans	6239	WBGene00011493
XP_002639206.1	Protein CBG03753	Caenorhabditis briggsae	6238	
AXH71551.1				
XP_025106848.1	"phosphate carrier protein, mitochondrial-like"	Pomacea canaliculata	400727	LOC112571783
NP_494870.1	"Phosphate carrier protein, mitochondrial"	Caenorhabditis elegans	6239	WBGene00016358
XP_024348940.1	Phosphate carrier protein	Echinococcus granulosus	6210	
XP_052267380.1	"phosphate carrier protein, mitochondrial-like"	Dreissena polymorpha	45954	LOC127869102
XP_052267371.1	"phosphate carrier protein, mitochondrial-like"	Dreissena polymorpha	45954	LOC127869091
XP_052779867.1	"phosphate carrier protein, mitochondrial-like"	Mya arenaria	6604	LOC128217060
XP_046339856.1	"phosphate carrier protein, mitochondrial-like"	Haliotis rufescens	6454	LOC124120963
XP_050527500.1	"phosphate carrier protein, mitochondrial-like"	Daktulosphaira vitifoliae	58002	LOC126897729
XP_003109307.2	hypothetical protein	Caenorhabditis remanei	31234	
YP_007517840.1	tail protein	Pelagibacter phage HTVC019P	1283079	
AXH71498.1				
AXN54101.1				
BAR31524.1				
QLF88074.1				
MAJ43870.1				
YP_010761244.1	tail protein	uncultured phage_MedDCM-OCT-S35-C6	2741075	
AXH68352.1				
AXN54105.1				
AXH71502.1				
BAR31523.1				
BAR31465.1				
BAR31464.1				
AXH68351.1				
YP_010761248.1	internal virion protein D	uncultured phage_MedDCM-OCT-S35-C6	2741075	
YP_007517844.1	internal virion protein D	Pelagibacter phage HTVC019P	1283079	
AXH71501.1				
CAG9563419.1				
CAG4974917.1				
CAH2099452.1				
CAB3252707.1				
CAF4939503.1				
GBC39792.1				
YP_010761247.1	internal virion protein D	uncultured phage_MedDCM-OCT-S35-C6	2741075	
PSS30465.1				
KAG6491197.1				
MCJ1450707.1				
VEU21868.1				
KAJ4508549.1				
CAI5760008.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
KAJ9497355.1				
GFO01221.1				
GFN85872.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
KAI8748698.1				
GFQ65669.1				
XP_002770099.1	DEHA2B07920p	Debaryomyces hansenii CBS767	284592	
KAF5272324.1				
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
GFG39564.1				
XP_013267805.1	hypothetical protein	Rhinocladiella mackenziei CBS 650.93	1442369	
XP_041407330.1	condensin subunit SMC4	Kazachstania barnettii	61262	
PNF15213.1				
CAF4956697.1				
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_046114972.1	RecF/RecN/SMC	Emericellopsis atlantica	2614577	
PNF15211.1				
PNF15212.1				
CAH4032265.1				
XP_051359306.1	Structural maintenance of chromosomes protein-like protein	Emericellopsis cladophorae	2686198	
KFM60381.1				
XP_007730213.1	structural maintenance-chromosome 4	Capronia epimyces CBS 606.96	1182542	
XP_041138850.1	uncharacterized protein	Brettanomyces bruxellensis	5007	
XP_029635052.1	uncharacterized LOC115210589	Octopus sinensis	2607531	LOC115210589
XP_055879685.1	uncharacterized LOC129925148	Biomphalaria glabrata	6526	
XP_052833729.1	uncharacterized LOC128246989	Octopus bimaculoides	37653	LOC128246989
XP_023725344.1	cleavage and polyadenylation specificity factor subunit 1	Cryptotermes secundus	105785	LOC111874242
XP_009168602.1	hypothetical protein	Opisthorchis viverrini	6198	
XP_021935954.1	cleavage and polyadenylation specificity factor subunit 1	Zootermopsis nevadensis	136037	
XP_023725340.1	cleavage and polyadenylation specificity factor subunit 1	Cryptotermes secundus	105785	LOC111874242
XP_026477052.1	cleavage and polyadenylation specificity factor subunit 1-like	Ctenocephalides felis	7515	
XP_026477829.1	cleavage and polyadenylation specificity factor subunit 1-like	Ctenocephalides felis	7515	LOC113383794
XP_047519601.1	cleavage and polyadenylation specificity factor subunit 1	Pieris napi	78633	ENSPNPG00015041765
XP_031561989.1	cleavage and polyadenylation specificity factor subunit 1-like	Actinia tenebrosa	6105	LOC116297825
WP_259285990.1				
XP_040207997.1	cleavage and polyadenylation specific factor 1	Rana temporaria	8407	ENSRTEG00010008934
KAH7940492.1				
XP_045518495.1	cleavage and polyadenylation specificity factor subunit 1	Pieris brassicae	7116	ENSPBSG00000004716
XP_023931604.1	cleavage and polyadenylation specificity factor subunit 1-like	Lingula anatina	7574	LOC106173820
XP_023725345.1	cleavage and polyadenylation specificity factor subunit 1	Cryptotermes secundus	105785	LOC111874242
XP_045488057.1	cleavage and polyadenylation specificity factor subunit 1	Pieris rapae	64459	ENSPRPG00005003977
KAF0295940.1				
XP_055950282.1	cleavage and polyadenylation specificity factor subunit 1-like	Argiope bruennichi	94029	
XP_041971473.1	cleavage and polyadenylation specificity factor subunit 1	Aricia agestis	91739	ENSAAGG00005001373
XP_044171683.1	cleavage and polyadenylation specificity factor subunit 1-like	Acropora millepora	45264	LOC114969103
XP_044171682.1	cleavage and polyadenylation specificity factor subunit 1-like	Acropora millepora	45264	LOC114969103
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_022245939.1	"atypical kinase COQ8B, mitochondrial-like"	Limulus polyphemus	6850	LOC106462835
XP_013778252.1	"atypical kinase COQ8B, mitochondrial-like"	Limulus polyphemus	6850	LOC106462835
XP_035231498.1	"atypical kinase COQ8A, mitochondrial-like"	Stegodyphus dumicola	202533	LOC118203325
KRZ85718.1				
KRY22862.1				
KRY48779.1				
XP_043198364.1	"atypical kinase COQ8B, mitochondrial-like"	Amphibalanus amphitrite	1232801	LOC122368476
XP_043198359.1	"atypical kinase COQ8B, mitochondrial-like"	Amphibalanus amphitrite	1232801	LOC122368476
XP_043198370.1	"atypical kinase COQ8B, mitochondrial-like"	Amphibalanus amphitrite	1232801	LOC122368479
XP_043198360.1	"atypical kinase COQ8B, mitochondrial-like"	Amphibalanus amphitrite	1232801	LOC122368476
KRX60063.1				
KRX37661.1				
KRY39485.1				
XP_042903420.1	"atypical kinase COQ8B, mitochondrial"	Parasteatoda tepidariorum	114398	LOC107453749
XP_014672002.1	aarF domain-containing protein kinase 4-like	Priapulus caudatus	37621	LOC106812606
KRX37663.1				
XP_014672018.1	aarF domain-containing protein kinase 4-like	Priapulus caudatus	37621	LOC106812606
VDI26938.1				
VDI26937.1				
KRX26695.1				
KRZ51064.1				
XP_052057878.1	"atypical kinase COQ8B, mitochondrial-like"	Mytilus californianus	6549	
KRZ11776.1				
KRZ11778.1				
KRZ28350.1				
KRZ75974.1				
KRZ15772.1				
KRY84204.1				
XP_003376103.1	ubiquinone biosynthesis protein coq-8	Trichinella spiralis	6334	
KRZ15771.1				
KRY66736.1				
KRZ28351.1				
KRY66735.1				
KRZ53983.1				
KRZ91759.1				
KRY51676.1				
KRX77594.1				
KRX41744.1				
KAI6181680.1				
KRY35222.1				
KAI6197728.1				
QEM21691.1				
XP_011456445.1	heat shock protein 60A	Crassostrea gigas	29159	G32298
OQV19189.1				
EEE53027.1				
KAI1237122.1				
POE71245.1				
CAF0801582.1				
CAF0988202.1				
CAF1058709.1				
CAG9563419.1				
KAF0147144.1				
XP_052682473.1	heat shock protein 60A-like	Crassostrea angulata	558553	LOC128163054
XP_022305434.1	"60 kDa heat shock protein, mitochondrial-like"	Crassostrea virginica	6565	LOC111112302
XP_022307132.1	"60 kDa heat shock protein, mitochondrial-like"	Crassostrea virginica	6565	LOC111113292
XP_046918725.1	heat shock protein 60A-like	Dermatophagoides farinae	6954	
KAG0442155.1				
UFQ87295.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
QHD45061.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
4J75_A				
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
CDO66159.1				
EWC86729.1				
XP_046684859.1	tigger transposable element-derived protein 6-like	Homalodisca vitripennis	197043	LOC124370613
XP_046680899.1	tigger transposable element-derived protein 6-like	Homalodisca vitripennis	197043	LOC124367816
KOB85510.1				
4JFA_A				
XP_018911557.1	tigger transposable element-derived protein 6-like	Bemisia tabaci	7038	
XP_050063327.1	tigger transposable element-derived protein 4-like	Aphis gossypii	80765	
EWC74591.1				
XP_043462863.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_039967467.1	tigger transposable element-derived protein 6-like	Bactrocera tryoni	59916	LOC120779334
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
YP_010020355.1	DNA-directed RNA polymerase subunit beta	Ulva australis	111616	
SOV82003.1				
CAC9698991.1				
SOV24412.1				
SOV81301.1				
CAD7577864.1				
XP_001350097.1	tryptophan--tRNA ligase	Plasmodium falciparum 3D7	36329	
KAF4644330.1				
EPR59882.1				
KAH6626949.1				
KFH12174.1				
PIM01797.1				
CAD7409959.1				
RUS91788.1				
GBN32550.1				
CAB4037504.1				
GBN83118.1				
CAB3988213.1				
SOV17741.1				
CAB3986321.1				
OQV16508.1				
CEL95825.1				
PHJ24016.1				
CAI7722218.1				
XP_012764743.2	"tryptophan--tRNA ligase, putative"	Plasmodium reichenowi	5854	
XP_018640157.1	tryptophan--tRNA ligase	Plasmodium gaboni	647221	
